ID;Incorrect
21337;0
94854;0
81354;0
68114;0
27934;0
15476;0
40165;0
20711;0
9908;0
89437;0
41949;0
14846;0
81920;0
47681;0
85828;0
54879;0
47856;0
65018;0
89784;0
46846;0
94414;0
29133;0
44851;0
14869;0
15477;0
60335;0
58735;0
33907;0
26208;0
23831;0
45361;0
63599;0
48076;0
64482;0
97391;0
7650;0
50787;0
82196;0
61608;0
39060;0
58573;0
75887;0
3255;0
18490;0
91293;0
11499;0
71803;0
93179;0
51975;0
43184;0
66664;0
48165;0
13744;0
69291;0
96007;0
57606;0
78215;0
88288;0
35386;0
12108;0
497;0
4916;0
49031;0
79697;0
80186;0
26163;1
56884;0
94766;0
3922;0
48687;0
25839;0
83951;0
89999;0
74959;0
71462;0
10332;0
53456;0
27966;0
73223;0
24835;0
24435;0
57981;0
51139;0
16910;0
96819;0
45851;0
11649;0
76607;0
21170;0
985;0
8981;0
8911;0
32859;0
12474;0
66597;0
75957;0
89380;0
14071;0
52055;0
39908;0
82102;0
16688;0
20760;0
51418;0
87838;0
25823;0
74280;0
43525;0
77773;1
38801;0
51855;0
26364;0
65768;0
71795;0
6641;0
12836;0
67846;0
55650;0
25886;0
37508;0
84375;0
55273;0
16466;0
44650;0
66018;0
68700;0
38699;0
72120;0
71824;0
81037;0
56520;0
80465;0
9237;0
89934;0
43022;0
79093;0
71864;0
50811;0
14139;0
92979;0
19346;0
55315;0
2651;0
80824;0
75125;0
11313;0
8847;0
11992;0
7447;0
65509;0
82615;0
67148;0
52658;0
83955;0
74317;0
53945;0
23583;0
16965;0
14240;0
29764;0
89039;0
6184;0
41120;0
56756;0
31163;0
66583;0
11813;0
47388;0
75550;0
31735;0
2671;0
78747;0
34822;0
12052;0
46204;0
40066;0
51481;0
64873;0
65750;0
4838;0
89253;0
25274;0
66816;0
71707;0
89333;0
61005;0
77046;0
77814;0
84536;1
23685;0
59702;0
63010;0
77143;0
84382;0
49578;0
84305;0
2713;0
43798;0
33807;0
4354;0
6514;0
59894;0
32737;0
44391;0
78582;0
47150;0
87955;0
74243;0
86130;0
97331;0
61936;0
170;0
61455;0
93363;0
44286;0
8259;0
80260;0
64644;0
94368;0
41278;0
39445;0
14776;0
77815;0
88214;0
32406;0
87681;0
38434;0
83566;0
5712;0
90124;0
33331;0
35124;0
98319;0
6993;0
97037;0
16836;0
83304;0
41417;0
16689;0
63201;0
60591;0
27210;0
8369;0
32309;0
30750;0
11502;0
93226;0
91073;0
20229;0
65392;0
64917;0
72544;0
77057;0
94050;0
19938;0
27905;0
61083;0
54696;0
80570;0
7851;0
27452;0
25648;0
52317;0
81774;0
65398;0
140;0
58475;0
80241;0
5388;0
56532;0
57047;0
75453;0
99538;0
73468;0
51619;0
97070;0
82635;0
24203;0
53181;0
29639;0
99263;0
18662;0
75034;0
92541;0
8709;0
98761;0
61629;0
11783;0
42800;0
45342;0
58370;0
82311;0
15871;0
67362;0
99218;0
40763;0
7353;1
12379;0
58576;0
21842;0
38054;0
96911;0
80986;0
35553;0
85834;0
11067;0
21849;0
86118;0
64847;0
47485;0
10080;0
32500;0
21503;0
32486;0
37356;0
60285;0
81863;0
31451;1
20499;0
82675;0
36859;0
37946;0
13600;0
50338;0
79219;0
82901;0
85062;0
85096;0
20237;0
77798;0
75644;0
98531;0
86512;0
90641;0
40164;0
92723;0
53797;0
45225;0
59806;0
67855;0
71778;0
14668;0
52164;0
66059;0
31283;0
62034;0
44249;0
98713;0
64305;0
29683;0
65772;0
52061;0
82570;0
25087;0
21900;0
7246;0
99626;0
27474;0
47524;0
66386;0
79101;0
21572;0
87348;0
52227;0
99012;0
12815;0
23123;0
49492;0
64893;0
821;0
18869;0
85841;0
34745;0
1000;0
53534;0
88247;0
1570;0
34803;0
30890;0
12934;0
4782;0
43722;0
78151;0
2309;0
78676;0
60115;0
80847;0
89778;0
72671;0
96915;0
69257;0
4238;0
91066;0
65857;0
49650;0
34265;0
60942;0
79897;0
85033;0
74909;0
81641;0
4261;0
66560;0
19191;0
11458;0
11563;1
10453;0
17810;0
38157;0
36468;0
1537;0
72848;0
17332;0
8844;0
54116;0
30584;0
33030;0
64154;0
53743;0
82035;0
47596;0
8596;0
70053;0
88171;0
40251;1
92923;0
20171;0
35085;0
82046;1
77711;0
96036;0
16970;0
10872;0
91364;0
52619;0
74;0
52541;0
99493;0
60604;0
89715;0
75768;0
1666;0
44800;0
76865;0
72660;0
91424;0
73255;0
44256;0
52805;0
99551;0
5861;0
48334;0
91330;0
54656;0
16926;0
5981;0
43782;0
81225;0
64474;0
44946;0
13118;0
57201;0
82711;0
78958;0
85353;0
73654;0
96857;0
45922;0
64972;0
26564;0
56212;0
28770;0
27840;0
38298;0
26230;0
7995;0
21123;0
80057;0
65236;0
19678;0
28971;0
44332;0
53865;0
65845;0
41934;0
31773;0
60224;0
43352;0
25008;0
4405;0
30468;0
84419;0
92415;0
43678;0
59653;0
35768;0
41446;0
77094;0
46978;0
35269;0
61512;0
20020;0
93299;0
7518;0
76535;0
85271;0
26870;0
56748;0
26683;0
9542;0
49711;0
56806;0
11134;0
84625;0
50246;0
1469;0
83339;0
24950;0
19358;0
9058;0
7018;0
55847;0
57963;0
26435;0
82047;0
98127;0
29361;0
54916;0
14903;0
32959;0
99169;0
72282;0
33249;0
47761;0
86504;0
85328;0
93477;0
7048;0
63176;0
51952;0
16196;0
81844;0
94753;0
14689;0
28012;0
96141;0
36965;1
10698;0
4447;0
1730;0
80910;0
98110;0
25837;0
71277;0
51617;0
89310;0
42638;0
64505;0
68796;0
98670;0
67506;0
84412;0
3976;0
37042;0
83355;0
39231;0
63335;0
65991;0
75063;0
76413;0
73208;0
19706;0
12566;0
47001;0
93879;0
8532;1
43451;0
282;0
38549;0
85674;0
28025;0
84650;0
76950;0
24081;0
42381;0
46994;0
25683;0
12426;0
68039;0
9621;0
31073;0
84051;0
30725;0
16040;0
96150;0
54895;0
40300;0
93512;0
48821;0
8764;0
7726;0
46089;0
42099;0
38589;0
72049;0
99419;0
72110;0
47870;0
89798;0
72963;1
70217;0
13843;0
28827;0
13670;0
52741;0
78244;0
90069;0
2246;0
29132;0
41089;0
11929;0
64369;0
12210;0
55241;0
44212;0
31284;0
87015;0
96607;0
90112;0
86428;0
91097;0
56074;0
65353;0
8487;0
43520;0
35188;0
34406;0
10177;0
43165;0
28211;0
96173;0
47424;0
80898;0
95729;0
74788;0
48630;0
64492;0
83022;0
42875;0
44125;0
26298;0
12316;0
34207;0
94083;0
31860;0
47602;0
70237;0
45429;0
97578;0
92166;0
51060;0
3400;0
66191;0
83116;0
55369;0
54150;0
50755;0
37504;0
51851;0
49224;0
99239;0
12753;0
48861;0
96096;0
38737;0
35682;0
53095;0
67675;0
13270;0
32164;0
83189;0
89942;0
27714;0
79440;0
54637;0
4105;0
11808;0
77534;0
31316;0
344;0
73209;0
95008;0
83468;0
60087;0
566;0
35529;0
86438;0
44673;0
23308;0
59197;0
63278;0
30309;0
6407;1
30614;0
66675;0
14931;0
29154;0
54677;0
80551;0
4034;0
5055;0
72449;0
90462;0
99993;0
36766;0
36214;0
47500;0
37569;0
8499;0
28821;0
29288;0
79901;0
83494;0
57043;0
38336;0
78091;0
31315;0
98581;0
60808;0
5401;0
65319;1
68732;0
42298;0
84835;0
89962;0
54299;0
57490;0
70874;0
16111;0
77111;0
33799;0
25693;0
56565;0
9311;0
92681;0
7398;0
45531;0
85233;0
30832;0
11161;0
52815;0
58533;0
78519;0
18923;0
47887;0
65066;0
56209;0
50725;0
79838;0
23211;0
33036;0
69483;0
28178;0
11365;0
63557;0
17563;0
25171;0
16350;0
96557;0
87123;0
72856;0
20584;0
68319;0
39852;0
17785;0
63552;0
42553;0
11786;0
82263;0
84986;0
18123;0
38019;0
32321;0
40901;0
69294;0
79238;0
27835;0
38970;0
17506;0
5458;0
69174;0
91093;0
67749;1
85213;0
85385;0
72705;0
14649;0
14979;1
22843;0
37412;0
27232;0
30188;0
4919;0
24395;0
92950;0
43276;0
97993;0
28985;0
36275;0
36616;0
53723;0
28583;0
77743;0
32125;0
59189;0
64189;0
32602;0
50193;0
38541;0
32596;0
39619;0
5020;0
50870;0
66795;0
52861;0
54233;0
76926;0
49116;0
92595;0
99765;0
14733;0
10345;0
63430;0
3966;0
43963;0
2038;0
95137;0
3804;0
50469;0
16148;0
61808;0
37062;0
48330;0
31506;0
85943;0
21090;0
76779;0
90284;0
580;0
69700;0
13669;0
99021;0
79688;0
86495;0
56801;0
42567;0
36993;0
32675;0
5434;0
93656;0
12877;0
87816;0
18133;0
12827;0
56944;0
38601;0
74255;0
89447;0
83986;0
12681;0
77345;0
42628;0
44167;0
42095;0
76761;0
23198;0
67665;1
58748;0
173;0
76880;0
57555;0
35041;0
5324;0
98909;0
61088;0
19732;0
73288;0
69069;0
30287;0
35145;0
7457;0
64071;0
32133;0
12319;0
77159;0
9387;0
42072;0
48046;0
57764;0
38972;0
1756;0
7952;0
28198;0
92951;0
93903;0
59921;0
90029;0
75361;0
21513;0
4047;0
71580;0
67541;0
70694;0
85424;0
67162;0
52022;0
6771;0
60785;0
73038;0
769;0
50684;0
25324;0
41805;1
51733;0
48823;0
75650;0
97334;0
31480;0
56048;0
76278;0
30;0
53993;0
9935;0
6548;0
48714;0
45561;0
90736;0
43252;0
69109;0
20189;0
13735;0
57613;0
40156;0
39251;0
39930;0
64300;0
11343;0
9163;0
25969;0
15747;0
60970;0
33880;0
83429;0
57714;0
82701;0
5183;0
22119;0
81345;0
41463;0
51891;0
91955;0
71244;0
94615;0
26017;0
17098;0
7687;0
28529;0
32135;0
25951;0
41679;0
87516;0
23305;0
10168;0
85806;0
10518;0
76335;0
30772;0
95097;0
32940;0
95339;0
63696;0
30593;0
46168;0
87688;0
77871;0
78881;0
89768;0
14093;0
26151;0
754;0
7277;0
71371;1
5841;0
54849;0
73814;0
17503;0
71979;0
55839;0
52733;0
24727;0
4144;0
93474;0
38764;0
19517;0
83096;0
68454;0
71265;0
34579;0
72357;0
77245;0
18653;0
79072;0
13774;0
79125;0
95475;0
30644;0
36587;0
8070;0
80158;0
2162;0
68134;0
59757;0
33231;0
25189;0
76850;0
5601;0
21191;0
2046;0
26211;0
64498;0
80163;0
57302;0
83336;0
9490;0
20959;0
61765;0
56444;0
58181;0
69287;0
24659;0
19991;0
13;0
2474;0
99831;0
13305;0
25836;0
70085;0
79116;0
38653;0
79305;0
98961;0
55381;0
90205;0
40819;0
13472;0
54833;0
12020;0
67479;0
8094;0
75633;0
25900;0
29086;0
157;0
57698;0
65540;0
71867;0
20236;0
45828;0
6928;0
62591;0
88454;0
53915;0
10842;0
73509;0
70143;0
45983;0
30544;1
33462;0
33455;0
74865;0
72138;0
99426;0
83748;0
89492;0
27246;0
75139;0
13214;0
70991;0
62758;0
43868;0
22771;0
24329;0
83122;0
80192;0
47918;0
79159;0
34926;0
67036;0
52233;0
58562;0
18684;0
89163;0
13325;0
56670;0
60630;0
77533;0
61930;0
92684;0
53147;0
74303;0
76112;0
75782;0
40897;0
38435;0
87310;0
62477;0
75501;0
47527;0
42184;0
10305;0
64683;0
71354;0
51548;0
83225;0
41974;0
58850;0
21935;0
35595;0
98927;0
38685;0
49684;0
24230;0
42685;0
22325;1
49120;0
3552;1
45542;0
64475;0
8019;0
40983;0
85526;0
81443;0
90167;0
12016;0
33027;0
46707;0
13905;0
96565;0
99030;0
8103;0
64874;0
70499;0
26904;0
68091;0
48139;0
4027;0
40274;0
5737;0
75412;0
58;0
17899;0
54612;0
60042;0
598;0
38713;0
57702;0
86084;0
7652;0
49287;0
40969;0
27918;0
94689;0
38880;0
14016;0
9212;0
63954;0
71669;0
6481;0
97209;0
79595;0
47805;0
82902;0
31051;0
36945;0
23799;0
24899;0
72466;0
16274;0
46214;0
50334;0
21839;0
57174;0
11883;1
35023;0
89188;0
38314;0
18858;0
57;0
93706;0
54;0
7063;0
4120;0
25132;0
83785;0
50856;0
6242;0
50237;0
96300;0
38190;0
22651;0
45598;0
95723;0
98793;0
34202;0
66118;0
50703;0
719;0
16885;0
76644;0
47936;0
83341;0
26525;0
89757;0
39905;0
88180;0
96972;0
13497;0
68766;0
62317;0
78007;0
8223;0
251;0
31698;0
77108;0
26926;0
98342;0
5143;0
17547;0
87528;0
97834;0
27986;0
81268;0
70351;0
7569;0
80674;0
77832;0
81191;0
63646;0
62573;0
12604;0
59234;0
33389;0
10907;0
29538;0
9296;0
60760;0
12378;0
64241;0
51932;0
42100;0
10019;0
11739;0
54128;0
45633;0
42859;0
68236;0
68378;0
52545;0
2169;1
269;0
94783;0
48921;0
47899;0
97783;0
17408;0
52590;0
98301;0
75784;0
41471;0
59148;1
66109;0
85405;0
60678;0
89753;1
21057;0
79234;0
8383;0
82772;0
39570;0
87617;0
16821;0
71425;0
35367;0
28997;0
93238;0
6686;0
27653;0
79250;0
16943;0
50867;0
20876;0
79563;0
49850;0
30242;0
88007;0
49114;0
49285;0
88110;0
31600;0
62551;0
6006;0
70967;0
35706;0
38368;0
93835;0
92566;0
80955;1
39990;1
49325;0
91213;0
7074;0
53193;0
1679;0
58332;0
65816;0
56714;0
2621;0
86750;0
16014;0
68772;0
38316;0
71133;0
80283;0
48415;0
20736;0
1160;0
65385;0
67886;0
62668;0
47908;0
4735;0
11995;0
58329;0
85907;0
65867;0
53855;0
35289;0
40246;0
8437;0
54113;0
399;0
83784;0
50655;0
52191;0
30418;0
84728;0
85734;0
81853;0
39391;0
69581;0
56925;0
44122;0
61468;0
22544;0
12080;0
36964;0
64885;0
11523;0
29042;0
48169;0
35982;0
78723;0
59734;0
21931;0
3954;0
93051;0
40339;0
57674;0
78779;0
64142;0
9392;0
28358;0
92959;0
19188;0
85129;0
92145;0
57322;0
24275;0
7710;0
70577;0
69825;0
3751;0
52285;0
14398;0
29680;0
36188;0
36265;0
78666;0
3959;0
77772;0
44422;0
93244;0
57087;0
10054;0
61607;0
36462;0
40708;0
32076;0
79044;0
82825;0
77030;0
93260;0
43831;0
33315;0
9101;0
7993;0
41498;0
51105;0
67174;0
14678;0
79422;0
71607;0
24364;0
87258;0
46621;0
4218;0
23651;0
1604;0
46277;0
45095;0
65690;0
71296;0
78307;0
79855;0
64388;0
14140;0
24260;0
67496;0
9670;0
49344;0
6154;0
80950;0
52967;0
95935;0
95165;0
7557;0
87574;1
95520;0
62961;0
16138;0
11619;0
94145;0
56776;0
3210;0
27512;0
55225;0
9156;0
40471;0
84511;0
12830;0
23904;0
90897;0
71016;0
6468;0
11184;0
5668;0
64081;0
68594;0
97153;0
82309;0
41689;0
65326;0
27509;0
95824;0
29448;0
43250;0
38946;0
2952;0
21343;0
52376;0
59661;0
30701;0
54544;0
994;0
86634;0
8446;0
80187;0
57143;0
37044;0
76633;0
94729;0
55567;0
20888;0
79061;0
35279;0
82307;0
39946;1
21107;1
38576;0
7976;0
11978;0
71713;0
85193;0
60750;0
27129;0
76131;0
23795;0
78043;0
35790;0
21985;0
21654;0
49780;0
89313;0
35741;0
82281;0
74600;0
7416;0
75541;0
41920;0
44414;0
49457;0
25305;0
58059;0
80544;0
39600;0
56526;0
78011;0
91889;0
47306;0
97540;0
99302;0
86500;0
99497;0
70788;0
37358;0
35118;0
57162;0
53480;0
2215;0
53385;0
37757;0
44930;0
93556;0
18105;0
2885;0
146;0
64344;0
79264;0
46527;0
23880;0
80492;0
23139;0
74570;0
32618;0
55003;0
13778;0
23230;0
11919;0
69132;0
40019;0
38652;0
94914;0
26261;0
46023;0
65841;0
53565;0
20537;0
69379;0
56816;0
89453;0
30623;0
6716;0
30311;0
65156;0
47874;0
29153;0
27340;0
35832;0
62807;0
3524;0
53318;0
56641;0
13791;0
88562;0
51924;0
73842;0
5785;0
35525;0
39580;0
9599;0
75669;0
98561;0
43807;0
48532;0
52241;0
39147;0
53306;0
4471;0
56012;0
26155;0
27769;0
94787;0
91577;0
39591;0
84289;0
7918;0
22599;0
27256;0
68903;0
5643;0
96558;0
46814;0
75649;0
92804;0
2155;0
57870;0
88886;0
90792;0
12380;0
79265;0
69719;0
47337;0
3508;0
26287;0
97309;0
85588;0
67741;1
9709;0
86489;0
70354;0
13436;0
6239;0
47127;0
98238;0
30681;0
55540;0
33457;0
14729;0
56389;0
85575;0
8143;0
82536;0
42049;0
2640;0
2740;0
10538;0
69970;0
50028;0
98048;0
27487;0
37408;0
66677;0
81413;0
70246;0
36844;0
25134;0
36380;0
78718;0
2933;0
5590;0
50165;0
76500;0
78060;0
68924;0
56024;0
74219;0
44693;0
50079;0
56402;0
52311;0
77179;0
80369;0
88010;0
44156;0
5743;0
21217;0
6357;0
56086;0
13387;0
21019;0
91278;0
72664;0
99848;0
7826;0
37446;0
18587;0
74155;0
8623;0
80768;0
27457;1
13683;1
89540;0
21676;0
82844;0
45416;0
98989;0
74167;0
51071;0
12113;0
61616;0
90165;0
50642;0
64540;0
69482;0
61205;0
56834;0
90498;0
35189;0
27138;0
72231;0
79899;0
76168;0
64112;0
96344;0
93898;0
16346;1
33876;0
7017;0
91323;0
73214;0
37808;0
92569;0
6244;0
14196;0
29742;0
72265;0
36757;0
49834;0
86845;0
4632;0
18736;0
19585;0
77346;0
24103;0
16829;0
99407;0
96492;0
64999;0
89961;0
11548;0
39783;0
43578;0
22819;0
49315;0
62676;0
23624;0
53186;0
10758;0
77292;0
90852;0
44331;0
18608;0
48652;0
32956;0
68519;0
92943;0
18462;0
11044;0
29078;0
67930;0
52300;0
37961;0
19607;0
88773;0
33314;0
66961;0
95102;0
99274;0
7603;0
22202;0
25645;0
30454;0
77731;0
9310;0
9940;0
58590;0
76164;0
83612;0
37260;0
5838;0
4932;0
36387;0
37602;0
60030;0
72040;0
91811;0
51250;0
49847;0
91265;0
19936;0
41507;0
53527;0
27577;0
45042;0
45916;0
21553;0
69396;0
64891;0
25056;0
43001;0
11702;0
4911;0
43231;0
91342;0
37340;0
43583;0
43474;0
4152;0
3653;0
53381;0
84738;0
59794;0
96806;0
17282;1
46940;0
24860;0
70241;0
16092;0
1087;0
11006;0
93016;0
36735;0
67066;0
90260;0
54742;0
60070;0
9517;0
81326;0
51445;0
79968;0
32475;0
83031;0
39429;0
25714;0
79920;0
20300;0
24333;0
4072;0
42699;0
23429;0
23899;0
96548;0
89626;0
67116;0
46807;0
94001;0
48009;0
76862;0
87666;0
46411;0
7322;0
61787;0
42103;0
80374;0
20013;0
50211;0
74725;0
61540;0
25564;0
18195;0
12308;0
15086;0
49598;0
72144;0
43034;0
93729;0
20258;0
72706;0
13173;0
53398;0
24921;0
44282;0
76909;0
67747;0
12855;0
25770;0
86909;0
98556;0
74495;0
96226;0
19085;0
29045;0
25451;0
99531;0
97996;0
16006;0
50692;0
60413;0
44352;0
26972;0
91121;0
61831;0
57582;0
17423;0
96875;0
94379;0
64168;0
44975;0
51156;0
35996;1
62907;0
39363;0
14453;0
88273;0
63601;0
4647;0
80386;0
21871;0
86731;0
94600;0
22012;0
40775;0
43902;0
68502;0
52635;0
97581;0
67488;0
58790;0
37997;0
76945;0
61791;0
76321;0
54661;0
82950;0
60271;0
80154;0
83281;0
70844;0
27002;0
45961;0
92920;0
77556;0
81229;0
51438;0
42337;0
52921;0
14825;0
32241;0
34881;0
79659;0
40448;0
20598;0
43449;0
75486;0
34895;0
89892;0
45165;0
7714;0
65455;0
98955;0
93518;0
47135;0
56953;0
46996;0
75167;0
93548;0
95785;0
23489;0
12499;0
96158;0
85014;0
84387;0
42056;0
62125;0
63191;0
59229;0
82429;0
11857;0
2919;0
93026;0
66156;0
36306;0
18852;0
432;0
71701;0
14312;0
12861;0
11340;0
29919;0
14697;0
14405;0
60530;0
6230;0
38461;0
99604;0
38977;0
11324;0
60368;0
53864;0
9063;0
84318;0
42867;0
21032;0
38791;0
10137;0
42475;0
75616;0
67395;0
97211;0
12522;0
60490;0
20634;0
1595;0
1692;0
49165;0
77844;0
76446;0
63287;0
97117;0
28760;0
91144;0
90643;0
41656;0
97399;0
89719;0
78562;0
24000;0
35369;0
49157;0
8061;0
67153;0
99933;0
19372;0
29274;0
44472;0
5397;0
27332;0
40176;0
118;0
31708;0
80230;0
93165;0
48478;0
39052;0
26221;0
20205;0
30960;1
46490;0
23549;0
82537;0
22064;0
72076;0
52103;0
4528;0
16861;0
85195;0
84079;0
40967;0
52199;0
76656;0
54631;0
68435;0
65112;0
10939;0
23934;0
69953;0
29355;0
99617;0
45373;0
70820;0
27007;0
42588;0
86415;0
54377;0
49829;0
47910;0
83171;0
87743;0
19299;0
58501;0
37991;0
7886;0
78163;0
47728;0
82692;0
8332;0
14972;0
92106;1
4549;0
60885;0
85325;0
89205;0
60855;0
32174;0
37248;0
36797;0
99028;0
6131;0
94088;0
26708;0
96959;0
92363;0
8864;0
4902;0
85936;0
91651;0
98831;0
42192;0
10946;0
69823;0
86157;0
53304;0
95755;0
91866;0
91983;0
45741;0
13732;0
74773;0
68310;0
86632;0
84098;0
95317;0
7396;0
90004;1
16338;0
74787;0
17201;0
7117;0
63268;0
68187;0
9767;0
98756;0
63825;0
84651;0
17997;0
6122;0
80031;0
77392;0
54972;0
59721;0
27786;0
4852;0
18734;0
79252;0
77782;0
72681;0
76211;0
19609;0
55292;0
71797;0
29219;0
9890;0
20542;0
20307;0
7538;0
2139;0
44020;0
92962;0
3300;0
32535;1
82438;0
37590;0
89149;0
68151;0
78346;0
13137;0
17741;0
55666;0
35103;0
94134;0
85184;0
27583;0
71123;0
39672;0
21808;0
68230;0
99015;0
27217;0
59845;0
35518;0
20853;0
37458;0
10883;0
82390;0
57529;0
37668;0
95372;0
76399;0
15748;0
28581;0
49963;0
96315;1
47739;0
95715;0
34193;0
94242;0
10123;0
44451;0
22516;0
64553;0
90331;0
95807;0
34334;0
99279;0
14879;0
45607;0
56940;0
21144;0
60214;0
32966;0
82826;0
53789;0
49910;0
9430;0
25955;0
805;0
94445;0
16188;0
22829;0
72951;1
42948;0
56996;0
45868;0
73936;0
62581;0
38061;0
6995;0
20055;0
94316;0
71332;0
51588;0
83160;0
32444;0
99146;0
23322;0
56579;0
1308;0
53798;0
12112;0
92808;0
12247;1
20108;0
93767;0
14628;0
53213;0
19507;0
85471;0
81316;0
6988;0
76001;0
53198;0
23959;0
1969;0
67772;0
95614;1
29296;0
71361;0
99252;0
6843;0
14366;0
35760;0
3467;0
42016;0
23365;0
97083;0
23665;0
74822;0
7252;0
89946;0
33705;0
71418;0
52259;0
28497;0
37651;0
40201;0
59284;0
42774;0
95414;0
66918;0
27331;0
69011;0
78909;0
73965;0
7964;0
38009;0
45843;0
51328;0
63497;0
72329;0
57809;0
72195;0
3335;0
52495;0
39294;0
81829;0
32760;0
78144;0
43909;0
23733;0
5167;0
18745;0
49666;0
88715;0
23653;0
82803;0
48031;0
36217;0
78576;0
16427;0
63800;0
49830;0
70228;0
17218;0
50713;0
48835;0
39805;0
14000;0
28364;0
24581;0
23927;0
65183;0
30568;0
4496;0
57234;0
26378;0
60889;0
35765;0
29599;0
14829;0
87796;0
15744;0
90014;0
50342;0
81905;0
87501;0
72825;0
61047;0
97281;0
35420;0
77201;0
60935;0
13551;0
43422;0
67078;0
77778;0
87268;0
65347;0
86621;0
59357;0
98200;1
91787;0
1667;0
56912;0
17312;0
5783;0
90225;0
13291;0
225;0
71919;0
32339;0
73731;0
2410;0
33117;0
58965;0
79453;0
70903;0
1832;0
83149;0
43318;0
46524;0
2766;0
51069;0
71022;0
22730;0
77455;0
18113;0
7948;0
69988;0
46509;0
68591;0
84518;0
546;0
50938;0
81439;0
22185;0
12075;0
34066;0
77138;0
52207;0
81023;0
16429;0
97196;0
42448;0
68559;0
34718;0
73254;0
27311;0
54010;0
35486;0
35995;0
59274;0
43336;0
31839;0
48377;0
97036;0
57220;0
47441;0
42734;0
11105;0
74326;0
76441;0
77998;0
41615;0
91464;0
11585;0
24188;0
94527;0
38221;0
16442;0
50504;0
8983;0
48729;0
7218;0
40037;0
60996;0
8214;0
12486;0
98790;0
26010;0
49866;0
13329;0
41737;0
52382;0
77259;0
15374;0
25111;0
67231;0
49626;0
51132;0
4640;0
8201;0
80493;0
76199;0
29087;0
28257;0
47475;0
10925;0
72425;0
74227;0
76594;0
16989;0
42647;0
68460;0
31793;0
5345;0
99698;0
10895;0
34658;0
11974;0
40522;0
27915;0
80560;0
72783;0
