"Normal10(mu=0,sigma=1)","Normal100(mu=0,sigma=1)","Normal1000(mu=0,sigma=1)","t10(df=1,ncp=0)","t100(df=1,ncp=0)","t1000(df=1,ncp=0)","F10(df1=5,df2=5,ncp=0)","F100(df1=5,df2=5,ncp=0)","F1000(df1=5,df2=5,ncp=0)","Chisq10(df=5,ncp=0)","Chisq100(df=5,ncp=0)","Chisq1000(df=5,ncp=0)","Beta10(alpha=1,beta=1)","Beta100(alpha=1,beta=1)","Beta1000(alpha=1,beta=1)","Gamma10(shape=1,scale=1)","Gamma100(shape=1,scale=1)","Gamma1000(shape=1,scale=1)","InvGamma10(shape=1,scale=1)","InvGamma100(shape=1,scale=1)","InvGamma1000(shape=1,scale=1)",Exp10(rate=1),Exp100(rate=1),Exp1000(rate=1),Bern10(p=0.5),Bern100(p=0.5),Bern1000(p=0.5),"Binom10(p=0.5,n=10)","Binom100(p=0.5,n=10)","Binom1000(p=0.5,n=10)","NBinom10(nsuccess=1,p=0.5)","NBinom100(nsuccess=1,p=0.5)","NBinom1000(nsuccess=1,p=0.5)",Pois10(lambda=1),Pois100(lambda=1),Pois1000(lambda=1)
NA,0.9189773716082182,-0.5059574621142574,NA,-170.10321373522183,-2.0504941449089347,NA,0.43136022948622865,0.9633444597348205,NA,2.041429886132203,5.198180440747726,NA,0.33589290641248226,0.12212169519625604,NA,1.3764724162670212,0.8666027451596865,NA,18.886569494955523,0.38045051954641323,NA,0.03338843630626798,1.3594999089416984,NA,1,1,NA,3,5,NA,0,3,NA,1,1
NA,0.7821363007310671,1.3430388251704115,NA,1.3320154048322719,-0.9431522816813336,NA,2.495096622162685,2.197198629250159,NA,0.8868739793648649,1.9835725881825714,NA,0.12956302776001394,0.9393384444992989,NA,0.6861177628371725,1.6150960267341978,NA,0.6173940119134225,0.2310241595390589,NA,0.20919014839455485,0.055264941908412364,NA,1,0,NA,4,5,NA,1,0,NA,4,0
NA,0.0745649833651906,-0.21457940854686872,NA,-2.1854518971353767,-6.546156545365513,NA,4.237724952003603,4.500000121698017,NA,6.391556557578615,7.338527354141706,NA,0.7700099791400135,0.6387874819338322,NA,0.5527427478801341,0.7684080399604576,NA,2.9672311127925473,2.067324485697495,NA,0.3335789998133692,2.5344160291037325,NA,1,0,NA,3,5,NA,0,4,NA,0,1
NA,-1.9893516958633728,-0.17955653004338712,NA,-0.7282254593854292,0.07251598107423508,NA,7.0454609886938515,0.2735028525112787,NA,4.379351332371413,5.242711027340735,NA,0.036876525497064,0.7160752154886723,NA,2.1115301141449287,0.009538592035910511,NA,3.002175795146904,2.5813241254962698,NA,0.3449415164068341,1.7776350545788053,NA,1,1,NA,7,1,NA,0,0,NA,1,1
NA,0.6198257478947102,-0.10019074121356196,NA,0.9158166456778172,0.4980015073812779,NA,0.5022050713750951,0.8884818047816864,NA,6.681474910867624,4.334313999935617,NA,0.6320036142133176,0.5270120240747929,NA,0.3516471704034674,0.9814747512084807,NA,4.98057190183557,0.4902420078325626,NA,0.33452797308564186,0.47199579673065784,NA,1,1,NA,5,6,NA,1,0,NA,0,1
NA,-0.056128739529000785,0.7126663070514053,NA,-0.24603193138515972,0.14309027062874577,NA,2.263513774106697,1.8017228992524719,NA,5.914178605773181,3.0360264833886057,NA,0.0645552300848067,0.5569143590983003,NA,2.203859666380208,0.0952351670808076,NA,6.467276233613396,3.304676899958079,NA,0.3660887737297006,0.3726445506326854,NA,0,1,NA,4,5,NA,0,0,NA,1,2
NA,-0.1557955067053293,-0.07356440412632634,NA,-1.317806871107136,0.9054423574267545,NA,2.032650267460543,0.5270335791674383,NA,7.583509092246218,3.4349592305395733,NA,0.28843929013237357,0.8575328153092414,NA,2.642631932473392,0.5464349341399822,NA,1.5661284587107265,1.0949271052240543,NA,0.8727141942232954,0.03603169382342339,NA,1,0,NA,5,2,NA,0,4,NA,3,2
NA,-1.4707523838992744,-0.037634171467047915,NA,2.637495819297492,0.9235170970617368,NA,1.1537606973639483,2.426690525056517,NA,2.011047100286533,6.362522587459403,NA,0.016491001704707735,0.3466963898390531,NA,0.02995456543238846,0.626111223008388,NA,0.7641383868800977,0.9549255968525039,NA,2.9164358822811134,1.4634548669155159,NA,1,0,NA,5,5,NA,0,0,NA,0,1
NA,-0.47815005510862035,-0.6816604787556569,NA,-0.5287578713346286,0.06915359025270318,NA,0.6460682020435182,0.48120140795622873,NA,5.379431172236978,4.033273320509766,NA,0.8408905249089003,0.33300870191305876,NA,0.5177541374192709,2.239729469544842,NA,1.8150692065940564,0.7430894275143253,NA,0.4545293292030692,0.6672689602710307,NA,0,0,NA,2,1,NA,5,2,NA,0,0
NA,0.4179415601997024,-0.32427027224631905,NA,-0.1695950905840019,-0.340744302545952,NA,0.06188141119421118,2.4071552294563463,NA,2.321311374814426,6.595928395248233,NA,0.7953410551417619,0.7020383507478982,NA,0.28652940239235136,2.7718518791003866,NA,2.1550311950510515,0.8123367947428337,NA,0.10652319809505582,2.0300228911543137,NA,0,0,NA,4,5,NA,1,0,NA,0,3
NA,1.358679551529044,0.06016044043451516,NA,-1.6399318826834797,-1.6474027283584907,NA,1.0189691199384372,0.48934047491386223,NA,1.291839608740958,4.939284471955649,NA,0.7651198422536254,0.18008266878314316,NA,0.8994464853030019,0.2743554364341845,NA,1.6067816369632617,1.166032769608823,NA,3.45599585754757,0.2353766334825838,NA,0,0,NA,5,6,NA,0,0,NA,0,1
NA,-0.10278772734299552,-0.5888944862596638,NA,-2.836565081106505,-1.8814531472317773,NA,1.3648026635330035,0.5873612343261733,NA,4.837717809767811,6.045326697690286,NA,0.5794029445387423,0.3239492028951645,NA,1.5432717463082277,0.5885880138639318,NA,1.580448720075493,1.381873957837991,NA,2.3029456381085787,1.6753231453800443,NA,1,0,NA,4,4,NA,0,0,NA,0,0
NA,0.38767161155936913,0.5314961926325724,NA,0.18273427664022873,2.4041593594500497,NA,0.753782716785667,1.0059817524204389,NA,1.1009064634520052,3.634184261331605,NA,0.2545318363700062,0.26721041486598557,NA,0.5331279704932667,0.5854603638427813,NA,1.389738976517122,34.002390486755154,NA,1.743312099864507,0.7617644685831787,NA,1,0,NA,8,3,NA,0,1,NA,0,1
NA,-0.05380504058290512,-1.5183940817867871,NA,-6.413355623652516,-1.4439361334664609,NA,1.316282427474323,0.30004109192421163,NA,5.063763659392091,7.59679981272182,NA,0.5549057624302804,0.05915924278087913,NA,1.1374059197843442,1.620565314909579,NA,3.8525992536224143,1.0050822589369386,NA,0.6391446860507131,2.9328510977951057,NA,0,0,NA,8,5,NA,0,1,NA,3,0
NA,-1.3770595568286066,0.3065578607897656,NA,36.270630784837586,-0.34171905560928867,NA,1.8929748205388792,1.9314718654603529,NA,6.846089691827574,4.394271872117562,NA,0.5924396319314837,0.6533562841359526,NA,2.4342245549622703,1.3630890159576483,NA,1.710452974189219,1.5855597624321014,NA,0.981385040986252,0.8183804051530482,NA,0,0,NA,6,7,NA,0,4,NA,1,2
NA,-0.41499456329967976,-1.536449823537586,NA,-1.660999063057413,0.47862811740441463,NA,0.5468251252802725,0.89377574939181,NA,7.350459771286291,1.692751627558482,NA,0.21142706507816908,0.6770335731562227,NA,1.1986290922422913,1.0441579233255611,NA,0.43353461164909474,1.3293156955625351,NA,1.1616801488724473,0.4204438184387982,NA,1,0,NA,10,6,NA,1,4,NA,1,0
NA,-0.3942899537103493,-0.3009761268366107,NA,1.2833478436697092,-0.690759597573769,NA,1.2606335634841008,3.7195188076749623,NA,5.473340515123003,2.8760103398399472,NA,0.26155048515647655,0.3476038302760571,NA,2.7700468202497106,0.34161661508543073,NA,0.5860236630943925,5.004335163063979,NA,0.09919113852083683,0.030649596359580755,NA,1,0,NA,4,4,NA,5,1,NA,1,2
NA,-0.05931339671118566,-0.5282799044450062,NA,-2.2115053699760243,0.6229388895825666,NA,3.779008423588654,3.3850013265409427,NA,6.894861941324429,3.563269881731014,NA,0.8959023852366955,0.7936985238920897,NA,3.099398808111518,1.24418644018069,NA,1.2336491926444488,13.979446517245885,NA,2.467543041589934,1.795256315900923,NA,0,1,NA,8,4,NA,0,1,NA,0,2
NA,1.100025371983883,-0.6520947806809988,NA,0.7762918374910617,0.05518099759127275,NA,0.43350146883260987,0.18133447352146037,NA,1.2578590004200367,2.850853599990924,NA,0.3611280170734972,0.6024882206693292,NA,0.29069749698793573,0.41243078029506164,NA,2.080308314566906,0.2592192860711252,NA,0.587585877161473,3.6409742140904675,NA,1,1,NA,8,7,NA,0,2,NA,1,2
NA,0.7631757484575442,-0.05689677784739255,NA,0.5548702130879002,-4.106032261696844,NA,0.8495730842055144,1.4950519675690472,NA,5.581955353153085,3.1469974981604647,NA,0.6382784470915794,0.8948982763104141,NA,0.0328696483801861,0.4885472507186035,NA,1.8488656434969086,58.698496273284235,NA,0.5853747604414821,2.1227068285128836,NA,0,0,NA,6,5,NA,0,0,NA,1,1
NA,-0.1645235962535869,-1.9143594256800118,NA,-0.1337059642298446,2.861798852468977,NA,1.6040487168817543,0.6422537922398558,NA,4.01768776625219,2.7865254463460327,NA,0.21299664536491036,0.6933397091925144,NA,2.4829668811498466,2.771580334812396,NA,0.6998547119360556,0.5259858731119664,NA,4.044300591363074,2.4906791945771394,NA,0,0,NA,6,4,NA,1,1,NA,0,1
NA,-0.25336168013650756,1.1765833120185625,NA,0.1482292833548687,3.0786885794395844,NA,0.4732964440377911,0.35402706392030187,NA,4.437368263926736,5.537697433792971,NA,0.9018815730232745,0.41315658669918776,NA,1.1541834242631224,0.32173705427256305,NA,32.45886902552162,1.2648479796702727,NA,0.3366966503672302,0.5637179045006633,NA,0,0,NA,5,6,NA,2,0,NA,0,0
NA,0.6969633754047374,-1.6649724362120033,NA,-0.8803796569057429,0.7524252532360852,NA,4.757108776182862,2.6574879257417443,NA,1.096457766286753,5.022608468729737,NA,0.2099078563041985,0.4949132553301752,NA,1.1420175787936604,0.0037852102311867033,NA,0.4140019145349338,11.654647045562944,NA,1.2118964492854598,0.6098842597566545,NA,0,0,NA,6,5,NA,1,1,NA,0,0
NA,0.5566631986736573,-0.4635304014723856,NA,3.3046319195498595,0.5105958248527086,NA,1.0026381582240087,0.8556302009402764,NA,3.7499280610006323,12.899521888451634,NA,0.005720877554267643,0.5534470037091523,NA,3.1022282686400224,0.11972328170781447,NA,44.14310495042387,0.7638036084091272,NA,1.7828165198767427,0.4288497045636177,NA,1,1,NA,2,6,NA,1,0,NA,1,0
NA,-0.6887556945495199,-1.1159201050428453,NA,-0.23021341611424506,-0.15589496227225025,NA,0.5536963188614978,2.072298647030712,NA,2.878119473547117,10.18095496292013,NA,0.3741748088505119,0.888020733371377,NA,1.529461781953916,0.39101766438687746,NA,0.36499087840004535,4.157036181197128,NA,0.1836260034269678,0.03887035180712951,NA,0,1,NA,4,6,NA,0,1,NA,0,1
NA,-0.7074951569621196,-0.7508190011934479,NA,-2.3052240223125535,-1.2439654018176858,NA,4.820495707827376,3.4389355534048547,NA,2.714080569797857,0.8244600481060484,NA,0.7923799792770296,0.022187329363077875,NA,0.021972183655027944,0.3330758675554735,NA,1.9360969840540807,7.333743983255108,NA,1.3496132790622237,0.10586442373907143,NA,1,0,NA,4,4,NA,1,0,NA,0,1
NA,0.3645819621368303,2.087166545628347,NA,0.18417175250653042,-0.020534205895956392,NA,1.2573774126955348,0.28663836087586425,NA,13.602328887174192,2.8728921313317715,NA,0.1675370668526739,0.8058383874595165,NA,0.6830368847449539,0.5518487896896348,NA,0.6030443435873016,0.394519065435505,NA,0.075381841044873,0.26084803184494376,NA,0,0,NA,5,4,NA,0,2,NA,2,2
NA,0.7685329245154158,0.017395619693251662,NA,0.024688534331144835,-0.13562913107378533,NA,0.20427203422674542,0.7308331760512099,NA,6.19777646474996,5.697180131002323,NA,0.40104005369357765,0.9336137466598302,NA,0.21715102987049528,0.973221636961517,NA,0.31054483034515856,1.8847672580058594,NA,0.4441421200888478,0.04256124614501937,NA,1,0,NA,8,5,NA,2,0,NA,0,0
NA,-0.11234621215022805,-1.2863005304343256,NA,-5.377209415203057,-0.06774011324383591,NA,1.2219501004501465,2.260819668676219,NA,4.2910291661148285,6.421026866412718,NA,0.06049529137089848,0.4264465214218945,NA,1.327080275328854,0.6640447985523725,NA,3.7246432355370382,2.152782899884053,NA,0.14444609699422692,2.315687080719209,NA,1,1,NA,5,1,NA,4,1,NA,2,1
NA,0.8811077264542148,-1.6406055344185784,NA,-2.232005683500883,-1.7760989338043494,NA,0.8237607273114139,0.3404600116607204,NA,7.112438659966955,2.9007322050278996,NA,0.1877844559494406,0.551750375656411,NA,6.728973072190721,0.8680818918986616,NA,1.4240806003164401,20.68868151226143,NA,0.2148961080238223,4.521078992382956,NA,1,1,NA,7,4,NA,0,3,NA,0,2
NA,0.39810588036706807,0.45018710127265554,NA,-0.17407843167283774,9.864061159127635,NA,1.41194827539486,0.19186184797608088,NA,4.274447458027895,5.704841326821212,NA,0.3240778911858797,0.5323955377098173,NA,0.463752634006648,1.1080207497477683,NA,0.86923684224247,0.2921337533513317,NA,0.5212785336188972,0.8819093475185812,NA,1,0,NA,2,7,NA,0,4,NA,1,2
NA,-0.6120263932507712,-0.018559832714637983,NA,0.3875213090711897,-1.3765532478682299,NA,0.30978818464847596,0.5521596912064837,NA,3.9590225833783395,3.544190482571787,NA,0.8176168899517505,0.9800770911388098,NA,1.7152215274195652,0.12072940971902776,NA,0.9036572647590855,2.4360110805458945,NA,0.05056727072224021,0.6602235566824675,NA,1,0,NA,4,5,NA,1,4,NA,0,1
NA,0.3411196914244248,-0.3180683745438444,NA,-1.1004748976233634,0.13504054842346097,NA,0.3640096701070996,1.431660127760505,NA,1.1112068675195326,3.7049622370874804,NA,3.666537813842296e-4,0.05587570718489589,NA,0.4312205098940995,0.06551724944304292,NA,30.493429690035494,3.480923591989183,NA,1.0632804622453573,0.6802138611674309,NA,1,0,NA,8,4,NA,0,5,NA,1,1
NA,-1.1293630960807926,-0.9293621474537024,NA,-0.34831539949123524,2.0972717132298087,NA,1.8551768447409513,0.6603554555271431,NA,2.9039560312285526,11.759078927421575,NA,0.2812375749927014,0.8194702239707111,NA,0.26179082693918493,0.5558962594144146,NA,0.8822591529638611,6.162400719396772,NA,0.06444633286446333,0.6408258848823607,NA,0,1,NA,5,3,NA,4,0,NA,1,0
NA,1.433023701701037,-1.4874603101414847,NA,1.4999087119917496,-4.021044726513535,NA,0.31989613539678907,3.4510691446976125,NA,2.8850571578931907,5.0778506196007225,NA,0.6906076865270734,0.7025083305779845,NA,0.8230531882990234,0.10795149025920313,NA,0.5278532282222669,0.6943319933585662,NA,0.3253669240511954,1.5214394684040788,NA,1,1,NA,6,3,NA,2,0,NA,1,0
NA,1.98039989850586,-1.0751922966156808,NA,-0.5254866622497969,0.32575018276192325,NA,1.8839221737251721,1.1255568504039368,NA,3.904246034420646,3.560776568074748,NA,0.31488240556791425,0.8710385363083333,NA,1.5352364897278743,1.809437546772651,NA,53.3883542450374,0.910493204619194,NA,0.8534363744178994,1.6934123691160634,NA,0,1,NA,3,9,NA,0,1,NA,1,1
NA,-0.36722147646650904,1.0000288037139142,NA,2.263378954305593,-0.7210228847928819,NA,0.5564572228833656,0.5986729369860219,NA,5.445426710563619,5.188136822330315,NA,0.4321075198240578,0.9777916944585741,NA,0.29398263720545786,0.017988698292908865,NA,1.2444663708323767,0.44383925215523456,NA,1.5283233764672521,0.697573022270899,NA,1,1,NA,5,7,NA,3,0,NA,1,2
NA,-1.0441346263165308,-0.6212666947968234,NA,-1.0231737373761631,0.40790307219443844,NA,0.8277176271690667,0.3568479779006206,NA,5.353171257677901,2.131390391575096,NA,0.5026979509275407,0.2002895053010434,NA,0.6506692387665733,0.23664038306587562,NA,1.2225127999061627,1.8435600016776694,NA,0.3373352726921439,0.8124918425035598,NA,1,0,NA,8,2,NA,0,1,NA,1,1
NA,0.5697196274424129,-1.3844268473844914,NA,0.8179443857952874,21.326815178047436,NA,10.9016072033025,1.1157584024752456,NA,2.493982951363198,3.392269220391899,NA,0.14769951626658442,0.22775066923350099,NA,2.7430918256814714,1.5217059656449456,NA,1.406868306380798,0.6350664706409895,NA,1.1731938616883877,0.2935606366954744,NA,1,0,NA,5,6,NA,0,10,NA,1,3
NA,-0.13505460388082435,1.8692906224235806,NA,-1.2208029688856077,-3.29131554472634,NA,3.985864173646017,1.0836777645835691,NA,7.269621964660075,4.283278083596711,NA,0.05986458924598992,0.8879538052715361,NA,0.2445889443577833,0.46788646897439884,NA,15.437602746511697,3.4927072947154527,NA,1.0181938828835302,0.43577192164957523,NA,1,0,NA,6,7,NA,0,1,NA,1,0
NA,2.4016177605047764,0.4251003773724479,NA,0.855177519798373,-19.022079432709752,NA,0.5762932669357071,0.3898681634216599,NA,3.8463202061196298,5.993356947794784,NA,0.281792119378224,0.9531878817360848,NA,0.961406483575558,0.4500655597017848,NA,2.0148413515843435,3.3528524487819777,NA,0.32091699866577983,3.0017777754176147,NA,1,0,NA,4,8,NA,0,3,NA,0,1
NA,-0.039240002733169244,-0.23864710091303276,NA,0.2218801101470185,-1.226164388472292,NA,0.9627560551697463,1.4455023970581804,NA,6.1853517356475285,2.596203270076537,NA,0.6702487466391176,0.24259106442332268,NA,0.2728449901359919,1.8063680219620952,NA,0.36656943114990137,1.1950096726389932,NA,2.6871357960227753,0.0951585973529291,NA,0,1,NA,4,2,NA,0,0,NA,2,1
NA,0.6897393624507767,1.05848304870902,NA,0.11698209330644206,3.740588836067936,NA,3.0800403926393534,0.35234411692036344,NA,1.5607707001782505,8.845353806307338,NA,0.556962204631418,0.304220117861405,NA,0.2241623671182733,0.04323554705309936,NA,2.181193938072432,0.9155363685708717,NA,0.7953604785305383,0.5859487089328468,NA,1,1,NA,6,3,NA,4,2,NA,2,2
NA,0.028002158780666062,0.8864226513749359,NA,-0.46048886094085095,-0.816275384048011,NA,1.080064563179873,0.7164955799773846,NA,9.648985634385648,1.9401543166096191,NA,0.72577631380409,0.5245202998630702,NA,0.09420985320775467,0.2554154502439164,NA,1.563220109519864,1.9465248579085137,NA,0.46288181538083406,0.04549902751246897,NA,0,0,NA,4,6,NA,1,0,NA,0,1
NA,-0.7432732088824053,-0.6192430482311471,NA,1.4799828225154925,1.205822819957255,NA,1.1562619764162732,4.992166474504094,NA,3.8722729084559275,5.806481537218809,NA,0.3151126326993108,0.9440276368986816,NA,0.6164557528868617,1.1446243601492605,NA,2.309410247898942,0.7843470949661632,NA,1.942781453868175,2.1723236272087645,NA,0,0,NA,4,5,NA,0,2,NA,1,0
NA,0.1887922995143429,2.2061024645404674,NA,0.7775430454108376,1.7877410382237082,NA,0.831790030487014,3.6137670300564606,NA,2.3928697335845146,2.4855549014493947,NA,0.7169413066003472,0.5476189013570547,NA,0.3441254707152086,0.5942453241112702,NA,1.6700757271877045,7.6970196900886325,NA,2.634717630096412,1.334596256683481,NA,0,1,NA,4,3,NA,0,0,NA,3,2
NA,-1.8049586288910378,-0.25502703014101524,NA,0.5988906512939816,1.1533507265053589,NA,1.3442432632609997,4.780914671339208,NA,1.869884272467454,1.7804492327702002,NA,0.9922309345565736,0.5621295729652047,NA,2.7137171218841676,1.2782735313333258,NA,14.488177145591477,0.6800570696384691,NA,0.7362699629318835,0.4622975322417915,NA,0,0,NA,6,6,NA,0,1,NA,1,0
NA,1.465554861562886,-1.4244946502128084,NA,-5.028705895730528,0.6827386089068773,NA,1.6700747337866184,1.1546978248234339,NA,9.402516353584685,3.746749350407815,NA,0.9798444386105983,0.42716327030211687,NA,3.989061993563313,0.1013536015195076,NA,87.54339009462959,0.21833023784950029,NA,0.7985504073602082,0.5240034144371748,NA,0,0,NA,6,6,NA,2,1,NA,0,2
NA,0.1532533382118977,-0.14439960195421941,NA,6.618237306084457,-0.18354210663880732,NA,1.5597831298215548,0.492639579877808,NA,14.636790609070088,5.3210863335629135,NA,0.7575090683531016,0.7831204296089709,NA,0.3684320131475,0.090496347353184,NA,7.559248502281376,0.5308845596421466,NA,2.111322855450845,0.016728867776691914,NA,1,0,NA,6,4,NA,0,0,NA,2,2
NA,2.1726116703621527,0.20753833923234477,NA,-1.103324831058281,3.6278457668665265,NA,0.41383862324073967,0.5225883592245278,NA,5.244389996042497,10.258907419260817,NA,0.9761590627022089,0.9154876726679504,NA,0.9594454409337878,0.7310022136554573,NA,1.687190513931766,1.944857684026486,NA,1.2173335193379287,0.18430216563865542,NA,1,1,NA,7,3,NA,0,0,NA,0,0
NA,0.4755095288996625,2.3079783990593614,NA,1.3439265745512747,-3.521730531143598,NA,0.3802199450415959,1.5998872138783227,NA,6.524291483304728,1.2191324842258997,NA,0.5126299925614148,0.7079125489108264,NA,0.9234223388500308,0.3147956431658138,NA,0.22155716990695135,0.7846687993525621,NA,0.291084375706233,0.09431010934775624,NA,1,1,NA,3,5,NA,0,1,NA,0,1
NA,-0.7099464309218145,0.10580236789371146,NA,0.12501330021869442,-0.18801043698229455,NA,0.669794641808869,2.969740197525503,NA,0.4486308318812002,0.5103118500936104,NA,0.010176347568631169,0.861676363972947,NA,1.2775926266133664,0.13640216562950996,NA,0.2032577724031232,71.66431025317529,NA,0.7388798606478792,1.1213854113173607,NA,1,1,NA,7,3,NA,1,1,NA,3,0
NA,0.6107263534890549,0.45699880542341353,NA,-0.8967486669530994,3.2733604308081814,NA,0.28023123489689283,0.7990844932555251,NA,1.8462504816234366,1.0605834384948067,NA,0.06780088529922067,0.3075822596438229,NA,0.01556849267050557,0.09849161324051152,NA,3.0749093806361065,2.846575900814184,NA,0.42139478819444776,0.4289838937111199,NA,1,0,NA,6,3,NA,2,1,NA,1,0
